ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,Đếm số cách phân hoạch 1 cây thành 2 cây con có số cạnh cho trước,Đếm số cách phân hoạch 1 cây thành 2 cây rời nhau,"Đếm số cách phân hoạch tập 1, 2, ..., n thành k tập con",Đếm số cây khung của đồ thị khuyên,Đếm số phương án giao hàng từ kho trung tâm (lớn - khó - dùng truy hồi),Đếm số phương án vận chuyển đón-trả,"Đếm số hoán vị của 1, 2, ..., n với ràng buộc về thứ tự",Cho ma trận tìm đồ thị,Tồn tại đồ thị,bậc vô hướng,DFS (copy),xac định đỉnh (copy),Đường đi 2,Đường đi 1,Số lượng đường đi đơn trong đồ thị đầy đủ (4),Insert edge 1,Thuật toán Kruskal,Tính luồng cực đại,Lát cắt cực tiểu,Ly thuyet,Câu hỏi 5,Prim E,Câu hỏi 4,Tính trọng số của cây khung,Tồn tại cây khung,Câu hỏi 3,Câu hỏi 4,Chia kẹo khó - instance 3,Đúng sai về Cây,Câu hỏi 1,Câu hỏi 4,Câu hỏi 5,Câu 1 (copy),Nhận diện topology,"Số lượng dãy tăng, giảm (3)",Permutation 2,"Số lượng lựa chọn lớp trưởng, bí thư (5)",Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Giảm cận,Giảm cận,Giảm cận,Giảm cận,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát
21681,Nhóm 2 - kíp 4,21,42,50,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,Chưa làm,0,0,Chưa làm,1,1,0,0,1,Chưa làm,0,0,1,1,0,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22009,Nhóm 2 - kíp 4,27,42,64.29,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22012,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,Chưa làm,Chưa làm,1,0,1,0,1,1,1,0,0,0,0,Chưa làm,0,0,1,0,Chưa làm,0,1,0,0,Chưa làm,Chưa làm,0,1,1,0,1,Chưa làm,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22013,Nhóm 2 - kíp 4,22,42,52.38,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,Chưa làm,1,0,Chưa làm,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22015,Nhóm 2 - kíp 4,26,42,61.9,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có
22016,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,Chưa làm,1,0,0,Chưa làm,1,0,0,1,0,0,0,1,0,1,1,0,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22017,Nhóm 2 - kíp 4,22,42,52.38,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,Chưa làm,1,Chưa làm,0,1,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm
22018,Nhóm 2 - kíp 4,15,42,35.71,Chưa làm,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,Chưa làm,0,0,0,Chưa làm,0,Chưa làm,0,1,0,1,0,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có
22020,Nhóm 2 - kíp 4,26,42,61.9,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,0,Chưa làm,0,Chưa làm,0,1,1,0,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22021,Nhóm 2 - kíp 4,Chưa làm,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22022,Nhóm 2 - kíp 4,13,42,30.95,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,Chưa làm,1,0,0,Chưa làm,0,Chưa làm,0,1,0,Chưa làm,0,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
22023,Nhóm 2 - kíp 4,20,42,47.62,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,Chưa làm,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
22024,Nhóm 2 - kíp 4,30,42,71.43,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1,1,Chưa làm,1,0,0,1,1,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
22025,Nhóm 2 - kíp 4,18,42,42.86,Chưa làm,Chưa làm,0,Chưa làm,Chưa làm,0,0,1,0,1,1,1,1,0,0,1,1,Chưa làm,0,0,0,Chưa làm,1,0,0,Chưa làm,1,Chưa làm,0,1,1,Chưa làm,1,1,Chưa làm,1,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22026,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,Chưa làm,0,1,0,Chưa làm,Chưa làm,0,0,Chưa làm,1,Chưa làm,0,1,1,1,0,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
22027,Nhóm 2 - kíp 4,19,42,45.24,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,Chưa làm,0,1,1,1,1,0,0,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22032,Nhóm 2 - kíp 4,7,42,16.67,0,Chưa làm,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,0,1,0,0,0,0,0,0,0,1,0,0,Chưa làm,0,0,0,Chưa làm,Chưa làm,0,Chưa làm,0,Chưa làm,0,1,Chưa làm,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22037,Nhóm 2 - kíp 4,16,42,38.1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,Chưa làm,0,0,0,Chưa làm,0,Chưa làm,0,1,1,1,1,1,Chưa làm,1,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22038,Nhóm 2 - kíp 4,18,42,42.86,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
22039,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,Chưa làm,0,0,0,Chưa làm,0,Chưa làm,Chưa làm,1,1,1,1,1,0,1,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
22040,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,1,0,0,1,0,1,0,1,Chưa làm,0,0,1,1,Chưa làm,0,0,0,Chưa làm,Chưa làm,Chưa làm,0,0,1,Chưa làm,0,1,0,Chưa làm,1,1,Chưa làm,1,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22041,Nhóm 2 - kíp 4,9,42,21.43,0,0,Chưa làm,0,0,0,0,0,0,1,0,1,1,0,1,0,Chưa làm,Chưa làm,0,0,0,Chưa làm,Chưa làm,0,0,0,0,Chưa làm,0,Chưa làm,0,0,1,0,0,1,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22043,Nhóm 2 - kíp 4,11,42,26.19,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Chưa làm,0,1,0,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,0,1,1,0,0,0,Chưa làm,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có
22045,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,1,0,Chưa làm,1,0,1,0,1,0,1,1,1,1,0,0,1,0,Chưa làm,0,0,0,Chưa làm,0,Chưa làm,0,1,0,1,0,1,Chưa làm,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có
22046,Nhóm 2 - kíp 4,19,42,45.24,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,Chưa làm,1,0,Chưa làm,1,1,0,Chưa làm,0,0,0,1,1,1,1,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
22047,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,Chưa làm,1,0,0,Chưa làm,0,0,0,0,Chưa làm,0,1,1,1,1,0,0,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có
22048,Nhóm 2 - kíp 4,16,42,38.1,0,0,0,0,0,1,0,1,0,1,1,Chưa làm,1,1,1,1,0,2,0,1,0,0,Chưa làm,Chưa làm,0,0,1,Chưa làm,Chưa làm,0,0,0,Chưa làm,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có
22049,Nhóm 2 - kíp 4,29,42,69.05,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22053,Nhóm 2 - kíp 4,15,42,35.71,0,1,0,0,0,0,Chưa làm,1,1,1,0,1,1,0,0,0,0,Chưa làm,0,1,0,1,0,0,0,0,0,Chưa làm,0,1,1,Chưa làm,1,1,Chưa làm,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
22055,Nhóm 2 - kíp 4,17,42,40.48,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,Chưa làm,Chưa làm,0,0,Chưa làm,0,Chưa làm,0,1,0,1,0,1,Chưa làm,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có
22057,Nhóm 2 - kíp 4,15,42,35.71,1,1,0,0,1,0,0,0,0,1,1,1,0,0,Chưa làm,0,Chưa làm,0,Chưa làm,1,0,Chưa làm,Chưa làm,Chưa làm,0,0,0,0,0,1,0,1,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
22058,Nhóm 2 - kíp 4,23,42,54.76,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,0,0,0,1,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
22060,Nhóm 2 - kíp 4,8,42,19.05,0,0,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,0,Chưa làm,1,1,0,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,Chưa làm,0,0,0,0,Chưa làm,0,0,1,0,Chưa làm,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
22068,Nhóm 2 - kíp 4,18,42,42.86,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,Chưa làm,0,1,0,1,Chưa làm,0,0,Chưa làm,Chưa làm,Chưa làm,0,1,1,1,1,1,Chưa làm,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22070,Nhóm 2 - kíp 4,17,42,40.48,Chưa làm,0,0,0,Chưa làm,Chưa làm,Chưa làm,1,0,1,0,0,1,1,1,0,1,2,0,1,0,Chưa làm,1,0,0,Chưa làm,0,Chưa làm,0,Chưa làm,1,1,Chưa làm,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có
22071,Nhóm 2 - kíp 4,16,42,38.1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Chưa làm,1,0,0,1,0,1,1,1,1,1,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
22075,Nhóm 2 - kíp 4,Chưa làm,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
22076,Nhóm 2 - kíp 4,23,42,54.76,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,2,0,1,0,1,1,1,1,Chưa làm,0,Chưa làm,0,1,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
22077,Nhóm 2 - kíp 4,23,42,54.76,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có
22080,Nhóm 2 - kíp 4,18,42,42.86,0,0,0,0,Chưa làm,0,Chưa làm,0,1,1,1,1,Chưa làm,0,1,1,1,0,0,1,0,Chưa làm,0,1,0,0,1,0,0,1,1,0,1,1,Chưa làm,1,1,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
22082,Nhóm 2 - kíp 4,14,42,33.33,0,0,Chưa làm,0,0,Chưa làm,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,Chưa làm,0,1,Chưa làm,0,Chưa làm,1,1,1,0,1,1,0,1,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0
22157,Nhóm 2 - kíp 4,12,42,28.57,0,1,1,0,0,0,0,1,1,1,Chưa làm,Chưa làm,0,0,0,1,0,0,Chưa làm,1,0,Chưa làm,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có
25571,Nhóm 2 - kíp 4,15,42,35.71,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,0,0,1,0,0,1,0,Chưa làm,Chưa làm,Chưa làm,1,0,Chưa làm,0,Chưa làm,1,0,0,Chưa làm,0,0,1,1,1,1,1,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26706,Nhóm 2 - kíp 4,24,42,57.14,0,0,0,0,0,0,Chưa làm,1,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26707,Nhóm 2 - kíp 4,16,42,38.1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,Chưa làm,0,1,1,1,0,1,0,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có
26708,Nhóm 2 - kíp 4,21,42,50,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,0,1,0,Chưa làm,Chưa làm,Chưa làm,0,0,1,0,0,1,1,0,1,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
26709,Nhóm 2 - kíp 4,14,42,33.33,Chưa làm,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,2,0,1,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,1,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,Chưa làm,1,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có
26710,Nhóm 2 - kíp 4,15,42,35.71,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,Chưa làm,0,0,0,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,1,0,0,1,0,0,0,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
26711,Nhóm 2 - kíp 4,19,42,45.24,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Chưa làm,1,0,1,0,1,Chưa làm,0,1,0,1,0,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
26712,Nhóm 2 - kíp 4,20,42,47.62,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,Chưa làm,1,Chưa làm,1,Chưa làm,1,0,0,1,Chưa làm,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có
26713,Nhóm 2 - kíp 4,24,42,57.14,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,Chưa làm,0,0,1,0,1,1,1,1,1,1,0,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26714,Nhóm 2 - kíp 4,12,42,28.57,1,1,0,0,Chưa làm,0,1,Chưa làm,1,Chưa làm,0,0,1,1,1,0,0,0,0,0,0,Chưa làm,Chưa làm,0,1,0,1,Chưa làm,Chưa làm,1,0,1,0,Chưa làm,0,Chưa làm,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có
26715,Nhóm 2 - kíp 4,11,42,26.19,0,0,0,0,0,0,0,1,0,1,Chưa làm,Chưa làm,0,Chưa làm,0,0,1,Chưa làm,Chưa làm,1,0,Chưa làm,Chưa làm,Chưa làm,1,0,Chưa làm,Chưa làm,0,0,1,0,0,1,0,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
26716,Nhóm 2 - kíp 4,22,42,52.38,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,Chưa làm,0,Chưa làm,1,0,1,1,1,1,Chưa làm,1,0,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
26717,Nhóm 2 - kíp 4,21,42,50,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,2,Chưa làm,1,0,0,0,1,0,0,1,Chưa làm,1,0,1,0,1,1,Chưa làm,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0
26718,Nhóm 2 - kíp 4,28,42,66.67,1,0,0,0,0,Chưa làm,0,1,1,1,0,1,1,1,1,1,1,2,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26719,Nhóm 2 - kíp 4,11,42,26.19,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,Chưa làm,Chưa làm,1,0,Chưa làm,Chưa làm,Chưa làm,0,0,Chưa làm,Chưa làm,0,Chưa làm,1,Chưa làm,0,1,0,Chưa làm,1,Không có,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
26720,Nhóm 2 - kíp 4,30,42,71.43,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26721,Nhóm 2 - kíp 4,21,42,50,0,1,0,0,0,Chưa làm,1,1,0,1,Chưa làm,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
26722,Nhóm 2 - kíp 4,22,42,52.38,0,1,0,0,0,0,Chưa làm,1,1,1,1,1,1,1,0,1,1,2,0,1,0,Chưa làm,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
